systemID,systemName,x,y,2271,2317,2319,2341,2366,2571,2596,2750,2765,2767,2772,2773,2774,2783,2786,2821,2822,2830,2864,3025,3030,3040,3049,3050a,3050b,3050c,3051,3052,3057,3058,3059a,3059b,3059c,3059d,3063,3067,3068,3075,3079,3081,3085,3095,3130,3135,3145,3151,3152
1514,Lone Star,-4.656,50.416,U,U,U,U,U,TH|Lone Star Province|Region Capital,TH|Lone Star Province|Region Capital,TH|Lone Star Province|Region Capital,TH|Lone Star Province|Region Capital,AE|Lone Star Province|Region Capital,D(AE/SL),D(AE/SL),SL,TH|Lone Star Province|Region Capital,TH|Lone Star Province|Region Capital,DC|Dieron Military District|Lone Star Prefecture|Region Capital,DC|Dieron Military District|Lone Star Prefecture|Region Capital,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1515,Loongana,-294.677,-109.370,I,I,I,I,I,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,DTA,DTA,DTA,DTA,DTA,DTA,FWL|Duchy of Tammarind-Abbey,FWL|Duchy of Tammarind-Abbey,FWL|Duchy of Tammarind-Abbey
1516,Loparri,528.000,125.026,U,U,U,U,U,OA,OA,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,OA|Alpheratz Province,RA,RA,RA,RA,RA,RA,RA
1517,Lopez,-37.757,-330.395,U,U,U,U,U,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,CC|Andurien Commonality|Region 2,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,DA,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,FWL|Duchy of Andurien,DA,DA,A,A,A,A,A,A,A,A
1518,Loric,-230.350,-38.822,U,U,U,I,I,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Bolan Province,LC|Protectorate of Donegal|Bolan Province,FCL|Tamarind March|Bolan Operational Area|Region 1,FCL|Tamarind March|Bolan Operational Area|Region 1,FCL|Tamarind March|Bolan Operational Area|Region 1,FCL|Tamarind March|Bolan Operational Area|Region 1,FCL|Tamarind March|Bolan Operational Area|Region 1,FCL|Tamarind March|Bolan Operational Area|Region 1,FCL|Tamarind March|Bolan Operational Area|Region 1,LA|Tamarind March|Bolan Operational Area|Region 1,LA|Bolan Province|Cavanaugh Theater,LA|Bolan Province|Cavanaugh Theater,LA|Bolan Province|Cavanaugh Theater,LA|Bolan Province|Cavanaugh Theater,LA|Bolan Province|Cavanaugh Theater,LA|Bolan Province|Cavanaugh Theater,LA|Bolan Province|Cavanaugh Theater,FWL,FWL,LA|Bolan Province|Dixie Theater,LA|Bolan Province|Dixie Theater,LC|Bolan Province|Dixie Theater,LC|Bolan Province|Dixie Theater,LC|Bolan Province|Cavanaugh Theater,LC|Bolan Province|Cavanaugh Theater,WE,WE,WE
1519,Lorkdal,421.012,-343.751,U,U,U,U,U,U,U,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,TC|Dumassas Union,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1520,Lost,-415.294,252.444,U,U,U,U,U,U,U,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,FCL|Periphery March|Tsarahavana Operational Area|Region 3,FCL|Periphery March|Tsarahavana Operational Area|Region 3,FCL|Periphery March|Tsarahavana Operational Area|Region 3,FCL|Periphery March|Tsarahavana Operational Area|Region 3,FCL|Periphery March|Tsarahavana Operational Area|Region 3,FCL|Periphery March|Tsarahavana Operational Area|Region 3,FCL|Periphery March|Tsarahavana Operational Area|Region 3,LA|Periphery March|Tsarahavana Operational Area|Region 3,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LA|Coventry Province|Melissia Theater,LC|Coventry Province|Melissia Theater,LC|Coventry Province|Melissia Theater,LC|Coventry Province|Melissia Theater,LC|Bucklands Theater,LC|Bucklands Theater,LC|Bucklands Theater,LC|Lost Theater|Region Capital
1521,Lothair,266.229,-337.134,U,U,U,U,U,U,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,TC,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ
1522,Lothan,-9.837,220.706,U,U,U,U,U,U,U,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Camlann Shire,LC|Tamar Pact|Orkney Shire,DC|Rasalhague Military District|Rubigen Prefecture,DC|Rasalhague Military District|Rubigen Prefecture,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,RD|Region 3,RD|Region 3,RD|Region 3,RD|Region 3,RD|Region 3
1523,Lothario,-474.391,-185.731,U,U,U,U,U,U,U,I,I,I,I,I,I,I,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,MH,MH,MH,MH,MH,MH,MH,MH|Lothian District|District Capital,MH|Lothian District|District Capital,MH|Lothian District|District Capital,MH|Lothian District|District Capital,MH|Lothian District|District Capital,MH|Lothian District|District Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital,LL|National Capital
1524,Lovinac,-29.214,390.277,U,U,U,U,U,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,LC|Tamar Pact|Trellshire,DC|Rasalhague Military District|Radstadt Prefecture,DC|Rasalhague Military District|Radstadt Prefecture,DC|Rasalhague Military District|Radstadt Prefecture,DC|Rasalhague Military District|Radstadt Prefecture,DC|Rasalhague Military District|Kirchbach Prefecture,DC|Rasalhague Military District|Kirchbach Prefecture,FR|Rasalhague Province,FR|Rasalhague Province,FR|Rasalhague Province,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CHH,CHH,CHH,CHH,CHH,CHH,CHH,CHH,CHH,CHH
1525,Loxley,-312.318,224.063,U,U,U,U,I,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,FCL|Donegal March|Alarion Operational Area|Region 1,FCL|Donegal March|Alarion Operational Area|Region 1,FCL|Donegal March|Alarion Operational Area|Region 1,FCL|Donegal March|Alarion Operational Area|Region 1,FCL|Donegal March|Alarion Operational Area|Region 1,FCL|Donegal March|Alarion Operational Area|Region 1,FCL|Donegal March|Alarion Operational Area|Region 1,LA|Donegal March|Alarion Operational Area|Region 1,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LA|Coventry Province,LC|Coventry Province,LC|Coventry Province,LC|Coventry Province,LC|Coventry Province,LC|Coventry Province,LC|Coventry Province,LC|Coventry Province
1526,Loyalty,-226.682,-144.558,I,I,I,I,I,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,FWL|Duchy of Graham-Marik,DGM,DGM,DGM,MSC,MSC,FWL,FWL,FWL
1527,Loysville,291.821,319.998,U,U,U,U,U,U,U,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture,DC|Pesht Military District|Kagoshima Prefecture
1528,Luanda,-368.133,370.723,U,U,U,U,U,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,RW|Finmark Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,LC|Protectorate of Donegal|Coventry Province,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1529,Lucerne,231.864,12.361,U,I,I,I,I,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 2,FS|Draconis March|Robinson Operational Area|Region 3,FS|Draconis March|Robinson Operational Area|Region 3,FS|Draconis March|Robinson Operational Area|Region 3,DC|Benjamin Military District|Irurzun Prefecture,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FCF|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,FS|Draconis March|Robinson Operational Area|Le Blanc PDZ,DC|New Samarkand Military District|Barlow's End Prefecture,DC|New Samarkand Military District|Barlow's End Prefecture,D(DC/FS)
1530,Lucianca,-96.940,163.323,I,I,I,I,LC|Protectorate of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,FCL|Donegal March|Pherkad Operational Area|Region 3,FCL|Donegal March|Pherkad Operational Area|Region 3,FCL|Donegal March|Pherkad Operational Area|Region 3,FCL|Donegal March|Pherkad Operational Area|Region 3,FCL|Donegal March|Pherkad Operational Area|Region 3,FCL|Donegal March|Pherkad Operational Area|Region 3,FCL|Donegal March|Pherkad Operational Area|Region 3,LA|Donegal March|Pherkad Operational Area|Region 3,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province|Arcturus Archonette,LA|Donegal Province|Arcturus Archonette,LA|Donegal Province,LC|Donegal Province,LC|Donegal Province,LC|Donegal Province,LC|Donegal Province,CJF,CJF,I
